Node_A,Node_B,Node_C,M_abc,Abs_M_abc
Mot,Mot,SC,1.45839062468667,1.45839062468667
Mot,SAL,CBL,1.41824372286997,1.41824372286997
SAL,SAL,SAL,1.39902641198348,1.39902641198348
VI,VI,VII,-1.34540164121641,1.34540164121641
FP,DMN,VAs,1.29649941213031,1.29649941213031
MF,VI,CBL,-1.29301269480762,1.29301269480762
VI,VI,SC,-1.29028255116503,1.29028255116503
DMN,VI,CBL,-1.28866013852846,1.28866013852846
MF,DMN,Mot,-1.2835152862293,1.2835152862293
Mot,VII,VAs,1.26895966381097,1.26895966381097
FP,VAs,SAL,1.26411717524678,1.26411717524678
MF,FP,Mot,-1.25678272829047,1.25678272829047
FP,VI,CBL,-1.24929366666208,1.24929366666208
DMN,DMN,CBL,-1.24059323998808,1.24059323998808
DMN,Mot,Mot,-1.20982061342017,1.20982061342017
DMN,VAs,SC,1.14562918615015,1.14562918615015
Mot,SAL,SC,1.13335644317755,1.13335644317755
VAs,SAL,CBL,1.13061623544244,1.13061623544244
MF,VAs,SAL,1.11342467948739,1.11342467948739
DMN,DMN,VII,-1.07601814127,1.07601814127
FP,FP,Mot,-1.06349275133278,1.06349275133278
MF,DMN,DMN,-1.06055608953532,1.06055608953532
SAL,SAL,CBL,1.05862893917776,1.05862893917776
DMN,VAs,SAL,1.03492897130856,1.03492897130856
MF,VI,SAL,-0.984348262243386,0.984348262243386
MF,MF,MF,-0.961053266439873,0.961053266439873
FP,Mot,Mot,-0.914229742589961,0.914229742589961
DMN,VII,VAs,0.881024786552333,0.881024786552333
FP,FP,DMN,-0.876831609163223,0.876831609163223
FP,DMN,Mot,-0.854657535121033,0.854657535121033
VAs,SC,CBL,0.845052778200029,0.845052778200029
VAs,SAL,SAL,0.835206679323682,0.835206679323682
MF,MF,FP,-0.831299818982207,0.831299818982207
MF,VAs,SC,0.829058050787122,0.829058050787122
SAL,CBL,CBL,0.82309201415419,0.82309201415419
DMN,VI,SAL,-0.822201457592862,0.822201457592862
MF,MF,DMN,-0.815862276066831,0.815862276066831
MF,VII,VAs,0.811766002922716,0.811766002922716
Mot,VII,VII,-0.807625666699085,0.807625666699085
Mot,VI,CBL,-0.80555624482716,0.80555624482716
MF,FP,FP,-0.800050482368577,0.800050482368577
FP,VAs,SC,0.776643592239367,0.776643592239367
DMN,SC,SC,-0.76868395342482,0.76868395342482
FP,VI,SAL,-0.745880276751321,0.745880276751321
VII,VAs,CBL,0.745459549364965,0.745459549364965
FP,VII,VAs,0.734489804072231,0.734489804072231
FP,FP,FP,-0.697341666098904,0.697341666098904
DMN,Mot,CBL,-0.696373797989939,0.696373797989939
MF,FP,DMN,-0.693683330165087,0.693683330165087
Mot,CBL,CBL,0.690511278785384,0.690511278785384
MF,DMN,CBL,-0.68765935987765,0.68765935987765
FP,VI,VII,-0.685186791887251,0.685186791887251
DMN,VI,VII,-0.684984697604392,0.684984697604392
Mot,VI,VII,-0.667815829749826,0.667815829749826
SAL,SAL,SC,0.667115662635839,0.667115662635839
VI,VII,CBL,-0.663193228322128,0.663193228322128
SAL,SC,CBL,0.658541220928642,0.658541220928642
MF,VI,SC,-0.634480931514887,0.634480931514887
FP,DMN,SAL,-0.633203006213863,0.633203006213863
Mot,Mot,VII,0.620393852053877,0.620393852053877
FP,FP,CBL,-0.608003004208739,0.608003004208739
MF,FP,CBL,-0.60361025773829,0.60361025773829
VI,CBL,CBL,-0.602511907373219,0.602511907373219
DMN,Mot,SC,-0.590348182648893,0.590348182648893
MF,VI,VII,-0.587948586122604,0.587948586122604
SAL,SC,SC,0.587254070029871,0.587254070029871
MF,Mot,CBL,-0.579900862437035,0.579900862437035
MF,CBL,CBL,-0.579785087347398,0.579785087347398
MF,MF,CBL,-0.567644613087549,0.567644613087549
FP,VI,SC,-0.565759128818347,0.565759128818347
VI,VII,VII,-0.549953375489461,0.549953375489461
VII,VAs,SAL,0.543708248774782,0.543708248774782
DMN,VI,SC,-0.542996319331787,0.542996319331787
CBL,CBL,CBL,0.540367001883677,0.540367001883677
VAs,SC,SC,0.531955777553841,0.531955777553841
Mot,SC,CBL,0.531320756268969,0.531320756268969
DMN,CBL,CBL,-0.511190496362733,0.511190496362733
DMN,Mot,VII,-0.510189792656547,0.510189792656547
MF,MF,SAL,-0.505770700855214,0.505770700855214
MF,VII,VII,-0.504747129868629,0.504747129868629
DMN,VII,SC,-0.494804346345148,0.494804346345148
VAs,SAL,SC,0.490457350133661,0.490457350133661
MF,VII,CBL,-0.489314242078511,0.489314242078511
MF,FP,SAL,-0.483842824505506,0.483842824505506
FP,DMN,CBL,-0.470143144392676,0.470143144392676
Mot,VII,CBL,-0.463095242785656,0.463095242785656
DMN,SC,CBL,-0.453121780540516,0.453121780540516
MF,DMN,SC,-0.45135978424336,0.45135978424336
VII,VAs,SC,0.449945006938876,0.449945006938876
DMN,DMN,SAL,0.447861480370315,0.447861480370315
MF,Mot,SAL,-0.447305800410799,0.447305800410799
DMN,VII,CBL,-0.445956720991735,0.445956720991735
SC,CBL,CBL,0.415619739822765,0.415619739822765
MF,DMN,SAL,-0.395904313857753,0.395904313857753
DMN,VII,VII,-0.386595171325548,0.386595171325548
FP,FP,SAL,-0.379162670751921,0.379162670751921
VII,VII,VAs,0.370374750317238,0.370374750317238
FP,Mot,CBL,-0.368259510471136,0.368259510471136
FP,FP,SC,-0.360512132380837,0.360512132380837
MF,DMN,VII,-0.358572222764754,0.358572222764754
DMN,SAL,SC,0.348732467554451,0.348732467554451
FP,FP,VII,-0.337507050955775,0.337507050955775
VI,SAL,SAL,0.337055843376715,0.337055843376715
VI,VII,SC,-0.326345900248974,0.326345900248974
FP,CBL,CBL,-0.319839392115398,0.319839392115398
Mot,SC,SC,0.319448685864746,0.319448685864746
Mot,VII,SC,-0.317077716223127,0.317077716223127
VI,VII,SAL,-0.311347173060036,0.311347173060036
MF,SC,CBL,-0.311237389244065,0.311237389244065
MF,VII,SC,-0.310709420266945,0.310709420266945
FP,VII,CBL,-0.310317685054142,0.310317685054142
VII,VII,VII,0.309172934656594,0.309172934656594
MF,MF,SC,-0.268649974506483,0.268649974506483
MF,FP,SC,-0.267749240860304,0.267749240860304
FP,VII,VII,-0.257125991530638,0.257125991530638
MF,SAL,CBL,-0.253588939692554,0.253588939692554
MF,FP,VII,-0.248837345185474,0.248837345185474
SC,SC,CBL,0.240229820161587,0.240229820161587
FP,Mot,VII,-0.232604305321558,0.232604305321558
FP,Mot,SAL,-0.212983159727852,0.212983159727852
MF,Mot,SC,-0.209877818344588,0.209877818344588
DMN,SAL,SAL,-0.208979576722865,0.208979576722865
MF,SC,SC,-0.206790026560837,0.206790026560837
FP,VII,SAL,-0.205078258737147,0.205078258737147
MF,VII,SAL,-0.184012242643805,0.184012242643805
VI,SC,CBL,-0.173832900944344,0.173832900944344
FP,SAL,SAL,0.16348880597107,0.16348880597107
DMN,Mot,SAL,-0.162911683134603,0.162911683134603
FP,DMN,VII,-0.159972287446742,0.159972287446742
Mot,VI,SAL,0.13276436736528,0.13276436736528
MF,SAL,SAL,-0.129977314582281,0.129977314582281
VII,SAL,SC,0.129541779607771,0.129541779607771
MF,MF,VII,-0.120566890397831,0.120566890397831
FP,SAL,CBL,-0.115927513108974,0.115927513108974
FP,VII,SC,-0.115179563399938,0.115179563399938
Mot,VII,SAL,0.115005480124797,0.115005480124797
FP,SC,SC,0.105590634769785,0.105590634769785
FP,DMN,DMN,0.102309489418648,0.102309489418648
VI,SAL,SC,0.096883974447829,0.096883974447829
VII,SAL,SAL,0.0958737368763055,0.0958737368763055
FP,SC,CBL,-0.0817887967126487,0.0817887967126487
MF,Mot,VII,-0.0802618011293866,0.0802618011293866
VII,VII,CBL,0.0790037933862644,0.0790037933862644
MF,SAL,SC,-0.0726004747673533,0.0726004747673533
FP,SAL,SC,-0.0558645865308224,0.0558645865308224
VII,SAL,CBL,0.0557886151907908,0.0557886151907908
FP,Mot,SC,-0.0524192985060821,0.0524192985060821
VII,SC,SC,-0.0517792593645022,0.0517792593645022
VII,VII,SC,0.049878671046499,0.049878671046499
VII,VII,SAL,-0.045044014133065,0.045044014133065
SC,SC,SC,-0.0393818111706063,0.0393818111706063
DMN,SAL,CBL,-0.0351539356792087,0.0351539356792087
FP,DMN,SC,0.0293642525094615,0.0293642525094615
VII,SC,CBL,0.0261302288800646,0.0261302288800646
Mot,VI,SC,-0.0239142715981904,0.0239142715981904
VI,SC,SC,-0.0159491003980549,0.0159491003980549
VII,CBL,CBL,0.0138150843108462,0.0138150843108462
VI,SAL,CBL,-0.0087268215449392,0.0087268215449392
DMN,VII,SAL,-0.0086034723382552,0.0086034723382552
