Node_A,Node_B,Node_C,M_abc,Abs_M_abc
DMN,DMN,DMN,-2.83967884483898,2.83967884483898
DMN,DMN,SC,-1.37690389049104,1.37690389049104
FP,DMN,DMN,1.01209225531273,1.01209225531273
DMN,SC,SC,-0.665583917872833,0.665583917872833
DMN,DMN,Mot,0.627763102529239,0.627763102529239
DMN,DMN,VAs,0.593952800564064,0.593952800564064
MF,DMN,DMN,-0.581149294827608,0.581149294827608
MF,MF,MF,-0.529937998190794,0.529937998190794
Mot,Mot,Mot,-0.495986470701784,0.495986470701784
FP,DMN,SC,0.476298048733407,0.476298048733407
Mot,Mot,SAL,-0.431693976765065,0.431693976765065
VII,VII,VII,-0.40976362308956,0.40976362308956
FP,FP,DMN,-0.407582706553321,0.407582706553321
MF,MF,DMN,-0.392584159396833,0.392584159396833
DMN,DMN,VI,-0.389843343892878,0.389843343892878
Mot,Mot,VII,0.371041277363452,0.371041277363452
FP,VI,VI,-0.36454727761943,0.36454727761943
MF,MF,VAs,0.353437452769315,0.353437452769315
Mot,SAL,SAL,-0.342084999343329,0.342084999343329
DMN,DMN,VII,0.326896242744502,0.326896242744502
SC,SC,SC,-0.320384578215302,0.320384578215302
VI,VI,VI,0.319591547568881,0.319591547568881
DMN,Mot,SC,0.309824115011587,0.309824115011587
FP,FP,VAs,0.309562443128023,0.309562443128023
VII,VII,CBL,-0.309018841964863,0.309018841964863
FP,Mot,Mot,0.301882171648502,0.301882171648502
DMN,VAs,SC,0.299354902804323,0.299354902804323
FP,FP,VI,0.298916202548144,0.298916202548144
MF,DMN,SC,-0.292582869949344,0.292582869949344
FP,DMN,VII,-0.290433891340765,0.290433891340765
FP,FP,VII,0.286554281979191,0.286554281979191
Mot,VII,SAL,0.285768993491518,0.285768993491518
SAL,SAL,SAL,-0.279779368827464,0.279779368827464
DMN,DMN,CBL,-0.279244984890461,0.279244984890461
MF,FP,FP,-0.264995203912203,0.264995203912203
FP,DMN,Mot,-0.25927993733762,0.25927993733762
VII,VII,VAs,-0.25161231900358,0.25161231900358
MF,DMN,VAs,0.251238650437268,0.251238650437268
VI,VII,VII,-0.249082827942305,0.249082827942305
VII,SAL,SAL,0.241273830212741,0.241273830212741
MF,FP,VI,0.231823219707351,0.231823219707351
FP,VI,VAs,-0.229688810636884,0.229688810636884
FP,SC,SC,0.221123725153551,0.221123725153551
MF,MF,FP,-0.220122629688602,0.220122629688602
VII,VAs,VAs,-0.218909649549487,0.218909649549487
MF,VAs,VAs,-0.212727139492171,0.212727139492171
FP,Mot,SAL,0.211375099021259,0.211375099021259
FP,FP,SAL,-0.187904906055517,0.187904906055517
MF,VI,VI,-0.187871580875541,0.187871580875541
VII,VII,SAL,-0.18156180010922,0.18156180010922
FP,SAL,SAL,0.17746709422732,0.17746709422732
MF,MF,SC,-0.175194538253239,0.175194538253239
Mot,Mot,VAs,0.175093109517374,0.175093109517374
MF,FP,VAs,0.174624034195873,0.174624034195873
DMN,VAs,VAs,-0.170914551480557,0.170914551480557
FP,FP,SC,-0.17025662867209,0.17025662867209
DMN,VI,SC,-0.169403747986333,0.169403747986333
FP,DMN,VAs,-0.168423608805283,0.168423608805283
DMN,VII,SC,0.167203854947648,0.167203854947648
FP,VI,CBL,-0.16591760578325,0.16591760578325
FP,Mot,VI,-0.165032818137659,0.165032818137659
MF,DMN,CBL,-0.164535598849357,0.164535598849357
DMN,VI,VAs,0.162085222851042,0.162085222851042
FP,VII,SC,-0.160923330011086,0.160923330011086
FP,Mot,VII,-0.158060315603743,0.158060315603743
DMN,Mot,VI,0.153948211634653,0.153948211634653
FP,VII,SAL,-0.15272115294489,0.15272115294489
VAs,SC,SC,0.151858843333515,0.151858843333515
Mot,SC,SC,0.151587213717934,0.151587213717934
MF,SC,SC,-0.148753132947334,0.148753132947334
VII,VAs,CBL,-0.145294220930385,0.145294220930385
DMN,VAs,CBL,0.142707015293741,0.142707015293741
DMN,VI,VII,0.142291649276686,0.142291649276686
DMN,Mot,Mot,-0.14112727954905,0.14112727954905
Mot,VII,VII,-0.140286925217513,0.140286925217513
FP,VI,VII,-0.139930104734706,0.139930104734706
MF,MF,Mot,0.139429019921678,0.139429019921678
MF,VII,VAs,0.139249250830007,0.139249250830007
MF,DMN,VI,-0.137541033845353,0.137541033845353
MF,DMN,VII,-0.1358220215588,0.1358220215588
FP,DMN,SAL,0.135472117416715,0.135472117416715
MF,DMN,SAL,0.134133732288971,0.134133732288971
Mot,VAs,SAL,0.133686370843201,0.133686370843201
MF,MF,VII,-0.129751533836126,0.129751533836126
FP,VAs,VAs,-0.128049913943451,0.128049913943451
DMN,SC,CBL,-0.127101206943731,0.127101206943731
VAs,SAL,SAL,0.12687864763522,0.12687864763522
VI,VI,VAs,0.12587653600406,0.12587653600406
VI,VII,VAs,-0.124857330332128,0.124857330332128
DMN,VI,VI,0.123888679923359,0.123888679923359
MF,MF,SAL,0.12282084049003,0.12282084049003
Mot,VI,VI,0.118915994085809,0.118915994085809
FP,Mot,SC,-0.117095397137533,0.117095397137533
VAs,VAs,CBL,-0.116402649792286,0.116402649792286
VII,CBL,CBL,-0.11627240192257,0.11627240192257
FP,VII,CBL,-0.107767062005547,0.107767062005547
VI,VAs,SC,0.107651144557231,0.107651144557231
VI,VI,SC,0.107381317413596,0.107381317413596
MF,VAs,SC,0.105503225877897,0.105503225877897
FP,VAs,SC,-0.105163780905126,0.105163780905126
FP,Mot,VAs,-0.104857902554042,0.104857902554042
MF,Mot,VAs,-0.103950985396072,0.103950985396072
FP,VAs,CBL,-0.102501311811034,0.102501311811034
Mot,Mot,SC,-0.10232785596486,0.10232785596486
MF,MF,VI,0.101569751371719,0.101569751371719
FP,FP,CBL,0.0989104015795055,0.0989104015795055
VI,VI,CBL,0.0979264808167702,0.0979264808167702
VII,VAs,SAL,-0.0970574643752919,0.0970574643752919
MF,DMN,Mot,0.0952258149807593,0.0952258149807593
VI,VII,SC,0.0933964827620081,0.0933964827620081
MF,SC,CBL,-0.0928424664206014,0.0928424664206014
