Node_A,Node_B,Node_C,M_abc,Abs_M_abc
DMN,DMN,DMN,5.68252351295384,5.68252351295384
FP,DMN,DMN,-3.63750542799801,3.63750542799801
FP,FP,DMN,3.2694985112151,3.2694985112151
FP,FP,FP,-2.23948663195886,2.23948663195886
MF,DMN,DMN,2.17696845435611,2.17696845435611
FP,FP,VAs,-1.75441338169811,1.75441338169811
DMN,DMN,SAL,-1.74224216556358,1.74224216556358
MF,FP,FP,1.53621836633003,1.53621836633003
VAs,VAs,VAs,-1.47731701353461,1.47731701353461
FP,DMN,SAL,1.35383119274408,1.35383119274408
DMN,DMN,VAs,-1.19509601990918,1.19509601990918
MF,Mot,Mot,1.13433237156156,1.13433237156156
DMN,DMN,VI,-1.05634186729684,1.05634186729684
MF,FP,DMN,-1.047004534625,1.047004534625
MF,MF,DMN,0.98303595244169,0.98303595244169
MF,MF,MF,0.978629950607561,0.978629950607561
FP,Mot,VI,-0.968145472053953,0.968145472053953
DMN,DMN,Mot,-0.952056757961986,0.952056757961986
MF,VI,VI,0.888241446348852,0.888241446348852
Mot,Mot,Mot,-0.880810043800963,0.880810043800963
FP,FP,SAL,-0.86709290100178,0.86709290100178
FP,Mot,Mot,0.815463314425003,0.815463314425003
FP,VI,VI,0.809230386839396,0.809230386839396
FP,DMN,VAs,0.786077336739171,0.786077336739171
MF,Mot,VI,-0.773981174698727,0.773981174698727
VII,VAs,VAs,-0.737285915888987,0.737285915888987
MF,MF,Mot,-0.709526017436811,0.709526017436811
DMN,SAL,SAL,0.698253352251829,0.698253352251829
Mot,VAs,VAs,0.691058266435058,0.691058266435058
VI,VI,VAs,-0.672899286563316,0.672899286563316
VI,VAs,VAs,-0.61609408629597,0.61609408629597
FP,VI,SAL,-0.604931964056781,0.604931964056781
MF,DMN,SAL,-0.589679760698353,0.589679760698353
FP,VAs,VAs,-0.564440238034473,0.564440238034473
DMN,VAs,VAs,0.561997239718229,0.561997239718229
FP,FP,VI,-0.551612879503411,0.551612879503411
Mot,Mot,SAL,-0.542812395446225,0.542812395446225
MF,Mot,SAL,0.541510123846676,0.541510123846676
MF,VI,VAs,0.515498618014903,0.515498618014903
FP,VI,VAs,0.506505366261932,0.506505366261932
FP,DMN,VI,0.489814206140241,0.489814206140241
MF,DMN,VAs,-0.480520282721468,0.480520282721468
MF,SAL,SAL,0.475108293804224,0.475108293804224
FP,DMN,Mot,0.458780649607017,0.458780649607017
MF,DMN,VI,-0.454846108925899,0.454846108925899
MF,DMN,Mot,-0.434521255933884,0.434521255933884
