Node_A,Node_B,Node_C,M_abc,Abs_M_abc
MF,VI,SAL,0.179804419795009,0.179804419795009
VI,VII,CBL,-0.179346025998198,0.179346025998198
DMN,Mot,VI,-0.179307365211803,0.179307365211803
FP,VII,SAL,0.179224069297719,0.179224069297719
Mot,Mot,VAs,0.177263025692622,0.177263025692622
FP,VI,CBL,-0.177102558953267,0.177102558953267
VII,VII,SC,0.176405021510832,0.176405021510832
FP,Mot,SC,0.174656322680404,0.174656322680404
Mot,VII,VAs,-0.169831353559915,0.169831353559915
VAs,SAL,SAL,-0.163520774034198,0.163520774034198
SAL,SAL,SAL,-0.163107072224329,0.163107072224329
MF,MF,VII,0.161057246147734,0.161057246147734
DMN,SAL,SC,-0.160502967242778,0.160502967242778
VI,SC,SC,-0.16038138995342,0.16038138995342
Mot,SAL,SAL,-0.160347325129792,0.160347325129792
FP,SAL,CBL,0.159485160051394,0.159485160051394
MF,VI,VI,0.15774361166884,0.15774361166884
VII,SAL,CBL,0.155736657138171,0.155736657138171
MF,MF,SC,-0.154589028070771,0.154589028070771
DMN,VAs,SC,-0.152925989381347,0.152925989381347
VI,VAs,VAs,-0.149834935451738,0.149834935451738
VI,VI,SAL,0.14645584433659,0.14645584433659
FP,Mot,VII,-0.144055852921515,0.144055852921515
MF,FP,VAs,0.140875327495191,0.140875327495191
FP,SC,CBL,-0.140436671339752,0.140436671339752
FP,VII,CBL,0.138320080092058,0.138320080092058
VAs,VAs,SC,0.138260849348345,0.138260849348345
MF,VI,VAs,0.136266821746541,0.136266821746541
VII,VII,VAs,-0.136002799578773,0.136002799578773
FP,CBL,CBL,0.135219302983442,0.135219302983442
MF,VAs,SC,-0.131979711109549,0.131979711109549
VI,VAs,SAL,-0.128753604876542,0.128753604876542
Mot,VAs,VAs,0.128148743312121,0.128148743312121
DMN,DMN,SC,0.126779023403003,0.126779023403003
VI,VI,VII,-0.121791321974831,0.121791321974831
FP,VI,VAs,-0.118484149448401,0.118484149448401
MF,Mot,VI,0.116167271524884,0.116167271524884
FP,DMN,DMN,0.115516030967068,0.115516030967068
DMN,VI,SAL,0.115224767836671,0.115224767836671
VI,SAL,SC,0.114569939543039,0.114569939543039
Mot,VI,VII,0.114543691683019,0.114543691683019
Mot,SAL,SC,-0.108776640021243,0.108776640021243
VI,CBL,CBL,-0.107608918809721,0.107608918809721
VI,VI,CBL,0.106154050998539,0.106154050998539
MF,FP,CBL,-0.104136192538214,0.104136192538214
DMN,VI,SC,-0.103024083428265,0.103024083428265
VI,SC,CBL,0.102650409678619,0.102650409678619
FP,FP,VAs,0.102149614488278,0.102149614488278
DMN,SAL,SAL,0.101127973466709,0.101127973466709
FP,VII,SC,-0.0993793942742965,0.0993793942742965
VAs,SAL,SC,0.0951217887390345,0.0951217887390345
DMN,Mot,SC,-0.0941578838281507,0.0941578838281507
Mot,VI,SC,-0.0940491062514984,0.0940491062514984
SAL,SC,CBL,-0.0933922936061653,0.0933922936061653
FP,FP,SAL,0.0930937987185675,0.0930937987185675
FP,VAs,VAs,-0.0921445954548911,0.0921445954548911
FP,Mot,VAs,-0.0907044388417198,0.0907044388417198
SAL,CBL,CBL,0.0905844947397861,0.0905844947397861
MF,MF,DMN,-0.0898378907744333,0.0898378907744333
MF,SC,SC,0.0868724336540336,0.0868724336540336
MF,DMN,VI,-0.0855755057643028,0.0855755057643028
FP,VI,VII,0.0844228794138264,0.0844228794138264
MF,DMN,CBL,0.0832198527927571,0.0832198527927571
DMN,VII,VII,0.0824295718174342,0.0824295718174342
FP,VAs,SAL,-0.0823137725031469,0.0823137725031469
VI,SAL,CBL,-0.0817807182591519,0.0817807182591519
Mot,VI,VAs,0.0813839107190853,0.0813839107190853
VI,VAs,SC,0.0805317721129696,0.0805317721129696
Mot,VII,CBL,0.0783009531534128,0.0783009531534128
FP,VAs,CBL,0.0767665394333801,0.0767665394333801
SC,SC,SC,-0.0767179894363634,0.0767179894363634
Mot,SAL,CBL,-0.0739222249929453,0.0739222249929453
DMN,VII,CBL,-0.0733303314413857,0.0733303314413857
VI,VII,SAL,0.0728118924178359,0.0728118924178359
Mot,Mot,CBL,-0.0716261168168301,0.0716261168168301
DMN,SAL,CBL,-0.0707523584601481,0.0707523584601481
FP,DMN,SC,0.0699855612538851,0.0699855612538851
SC,SC,CBL,0.0688952453247186,0.0688952453247186
FP,DMN,CBL,-0.0675641603798429,0.0675641603798429
SAL,SAL,CBL,0.0667700876731163,0.0667700876731163
FP,DMN,VAs,0.0648006498572503,0.0648006498572503
VII,SC,SC,0.0645674168117236,0.0645674168117236
DMN,Mot,VAs,-0.0629977160887555,0.0629977160887555
MF,VI,CBL,0.061154614954819,0.061154614954819
MF,Mot,CBL,0.0594627332124127,0.0594627332124127
FP,SAL,SC,-0.0593277733390025,0.0593277733390025
SC,CBL,CBL,-0.0585926267195514,0.0585926267195514
VAs,SAL,CBL,0.0583061431731748,0.0583061431731748
MF,DMN,SAL,-0.0568323023431618,0.0568323023431618
MF,VAs,CBL,-0.0547661599810577,0.0547661599810577
DMN,CBL,CBL,-0.0531986808066013,0.0531986808066013
VII,VAs,CBL,0.052128939599723,0.052128939599723
MF,SAL,CBL,-0.0514396831483565,0.0514396831483565
DMN,SC,CBL,0.0488305523606852,0.0488305523606852
MF,SC,CBL,0.0484837606127082,0.0484837606127082
Mot,VI,VI,-0.0481057909109792,0.0481057909109792
VAs,SC,CBL,-0.0471458340284258,0.0471458340284258
DMN,VI,VI,-0.046422495991071,0.046422495991071
MF,Mot,VII,0.0463677382672229,0.0463677382672229
Mot,VI,SAL,-0.0459820537480712,0.0459820537480712
CBL,CBL,CBL,0.0448400901421804,0.0448400901421804
VAs,CBL,CBL,0.0448085091410371,0.0448085091410371
VI,VAs,CBL,-0.0437669230221588,0.0437669230221588
Mot,SC,SC,-0.0431236557311347,0.0431236557311347
Mot,VI,CBL,0.0430225889478221,0.0430225889478221
DMN,VI,VII,-0.0426015238604596,0.0426015238604596
VI,VII,SC,0.0407358462915711,0.0407358462915711
DMN,VAs,CBL,-0.0403567336389537,0.0403567336389537
VAs,VAs,CBL,0.0400641962212969,0.0400641962212969
DMN,VI,CBL,0.0388343020727398,0.0388343020727398
MF,CBL,CBL,-0.0323989764845745,0.0323989764845745
Mot,VII,SC,0.0323921181337252,0.0323921181337252
VI,VI,VAs,0.030918973839203,0.030918973839203
SAL,SAL,SC,-0.0295383262625809,0.0295383262625809
DMN,DMN,CBL,0.0289724161319433,0.0289724161319433
VII,CBL,CBL,-0.0286229741318362,0.0286229741318362
SAL,SC,SC,0.0248388955812802,0.0248388955812802
FP,FP,VII,0.0231148237535487,0.0231148237535487
MF,VI,SC,0.0216354352440081,0.0216354352440081
FP,Mot,CBL,-0.0208507847866269,0.0208507847866269
MF,SAL,SC,0.0200651639434764,0.0200651639434764
VAs,SC,SC,-0.0195430954881557,0.0195430954881557
FP,VAs,SC,-0.0187658184909555,0.0187658184909555
MF,MF,CBL,0.0165880786770364,0.0165880786770364
VI,VII,VAs,0.0165868321318216,0.0165868321318216
VII,SC,CBL,-0.0160065767343848,0.0160065767343848
Mot,VAs,CBL,-0.0152206854078181,0.0152206854078181
DMN,SC,SC,0.0103011801163509,0.0103011801163509
Mot,SC,CBL,0.00743944570326657,0.00743944570326657
Mot,VAs,SC,-0.00695273476885219,0.00695273476885219
Mot,CBL,CBL,-0.00623861333709414,0.00623861333709414
DMN,Mot,CBL,-0.00500934059881303,0.00500934059881303
MF,VII,CBL,-0.00166519251009841,0.00166519251009841
Mot,Mot,VII,-0.000873838521097342,0.000873838521097342
