Node_A,Node_B,Node_C,M_abc,Abs_M_abc
VI,VAs,VAs,0.28163266275095,0.28163266275095
MF,DMN,SAL,-0.277858998928113,0.277858998928113
MF,Mot,VI,0.274216774327983,0.274216774327983
FP,VII,VII,-0.269817899254168,0.269817899254168
Mot,VI,VI,-0.26616676410173,0.26616676410173
VII,SC,SC,-0.265107504160545,0.265107504160545
Mot,SC,SC,-0.264949408736794,0.264949408736794
VI,VII,SAL,0.264471472782682,0.264471472782682
Mot,VI,VAs,-0.26299597752757,0.26299597752757
Mot,Mot,SC,-0.257922978583223,0.257922978583223
FP,DMN,Mot,-0.248096684532999,0.248096684532999
VI,VI,VAs,0.247809222838008,0.247809222838008
MF,VI,VI,-0.244005447626579,0.244005447626579
VI,VI,VI,0.24183130828305,0.24183130828305
FP,VI,SAL,0.237598932814559,0.237598932814559
VI,VAs,SC,-0.23245599783858,0.23245599783858
MF,VI,SC,0.231844305236339,0.231844305236339
FP,SC,SC,-0.227710764473458,0.227710764473458
MF,VAs,SAL,0.224584905206069,0.224584905206069
DMN,VAs,CBL,0.221200205152209,0.221200205152209
VI,SAL,CBL,0.220175420145254,0.220175420145254
Mot,VI,SC,0.219725847204814,0.219725847204814
MF,MF,VII,-0.216483767624673,0.216483767624673
MF,VII,SAL,-0.213307603941425,0.213307603941425
DMN,DMN,Mot,-0.208795692543514,0.208795692543514
VII,SAL,SC,-0.205180417630557,0.205180417630557
SAL,SAL,CBL,-0.204747952337569,0.204747952337569
VI,VI,SC,-0.200913995857235,0.200913995857235
DMN,VII,VAs,0.200147823947959,0.200147823947959
MF,MF,VAs,-0.197153518623915,0.197153518623915
FP,DMN,CBL,-0.194094463070008,0.194094463070008
Mot,VII,VII,-0.19066537645671,0.19066537645671
VII,VII,CBL,-0.186504004751437,0.186504004751437
VI,SC,SC,0.183794226277013,0.183794226277013
MF,Mot,SAL,0.181788453398981,0.181788453398981
DMN,Mot,VII,-0.167087941547234,0.167087941547234
MF,VII,CBL,-0.165879048439182,0.165879048439182
MF,FP,SC,-0.163736599561222,0.163736599561222
MF,DMN,VII,-0.162063443523177,0.162063443523177
DMN,SAL,SAL,0.16001942706655,0.16001942706655
FP,DMN,VI,0.159736660115357,0.159736660115357
DMN,Mot,CBL,-0.158886520995142,0.158886520995142
VII,VII,VAs,0.158051175859377,0.158051175859377
DMN,Mot,VAs,0.156263026594197,0.156263026594197
FP,FP,SAL,-0.151457858905815,0.151457858905815
MF,DMN,Mot,-0.144709676955563,0.144709676955563
FP,DMN,VII,-0.143538276417171,0.143538276417171
MF,VAs,VAs,0.135962538565623,0.135962538565623
VII,VII,SAL,0.1358868774602,0.1358868774602
MF,SC,SC,-0.135871614058903,0.135871614058903
DMN,VI,VII,0.133079431347292,0.133079431347292
DMN,VII,SC,-0.131098292192414,0.131098292192414
DMN,Mot,SC,-0.128127337877228,0.128127337877228
DMN,VI,CBL,0.124948243787135,0.124948243787135
CBL,CBL,CBL,0.124725810196183,0.124725810196183
DMN,DMN,CBL,-0.115966946942632,0.115966946942632
DMN,SC,CBL,-0.11097164556327,0.11097164556327
MF,VAs,SC,-0.109956961167961,0.109956961167961
FP,FP,DMN,-0.109560076227732,0.109560076227732
DMN,SAL,SC,-0.106043833638134,0.106043833638134
Mot,Mot,SAL,0.104773415224843,0.104773415224843
VII,VII,SC,-0.0996440912204243,0.0996440912204243
DMN,DMN,VII,-0.0976233699255682,0.0976233699255682
FP,VII,SAL,-0.0935424669037089,0.0935424669037089
VAs,SAL,SC,0.0931988873471043,0.0931988873471043
MF,DMN,VI,0.0912735544279944,0.0912735544279944
FP,SAL,CBL,-0.0908531665043698,0.0908531665043698
MF,FP,DMN,0.0864362184579052,0.0864362184579052
DMN,VI,VAs,-0.0862564438457872,0.0862564438457872
VI,VII,VII,0.0849403509576159,0.0849403509576159
DMN,SAL,CBL,-0.0753777545507113,0.0753777545507113
DMN,DMN,VI,0.0741604853077338,0.0741604853077338
DMN,VI,SC,0.0729961866073287,0.0729961866073287
VII,SAL,CBL,0.0723091358001435,0.0723091358001435
DMN,VAs,SAL,0.0715547786340783,0.0715547786340783
DMN,DMN,SAL,-0.0695870431259081,0.0695870431259081
FP,DMN,SC,0.0662703085081508,0.0662703085081508
FP,DMN,VAs,-0.0649378130021196,0.0649378130021196
VII,CBL,CBL,-0.0636537002136193,0.0636537002136193
Mot,VI,SAL,0.0600876426340873,0.0600876426340873
DMN,VII,CBL,-0.0571870490291237,0.0571870490291237
VAs,SAL,SAL,0.0565925336609346,0.0565925336609346
VI,VAs,SAL,-0.0545513013893073,0.0545513013893073
VI,VI,SAL,-0.052916377075733,0.052916377075733
VI,SAL,SC,0.0501112189704258,0.0501112189704258
VAs,SC,SC,-0.0482007292932451,0.0482007292932451
SAL,SC,SC,0.043998129204702,0.043998129204702
MF,VI,SAL,0.0423566683441163,0.0423566683441163
VAs,VAs,SC,0.0419340219216904,0.0419340219216904
DMN,VII,SAL,-0.0411415304536411,0.0411415304536411
MF,VII,VII,-0.0411363902438471,0.0411363902438471
DMN,VI,VI,-0.0381478411935706,0.0381478411935706
DMN,Mot,SAL,-0.037713464737612,0.037713464737612
DMN,Mot,VI,0.0352414096130594,0.0352414096130594
Mot,VAs,SAL,-0.0340650119126354,0.0340650119126354
VII,SAL,SAL,0.0333232513163164,0.0333232513163164
Mot,SAL,SC,0.0289208640067453,0.0289208640067453
DMN,CBL,CBL,-0.025681009767695,0.025681009767695
VAs,VAs,SAL,-0.0244621605619343,0.0244621605619343
VAs,VAs,VAs,-0.0197755900761203,0.0197755900761203
SAL,SC,CBL,-0.0169905182157561,0.0169905182157561
MF,DMN,CBL,-0.0165223232993761,0.0165223232993761
FP,DMN,SAL,-0.0164687920934153,0.0164687920934153
DMN,VII,VII,0.0161157985630229,0.0161157985630229
VI,SAL,SAL,-0.0102516078645834,0.0102516078645834
DMN,Mot,Mot,0.00585161973537331,0.00585161973537331
SC,SC,SC,-0.0036088917329383,0.0036088917329383
DMN,VI,SAL,-0.00228335446108935,0.00228335446108935
