Node_A,Node_B,Node_C,M_abc,Abs_M_abc
DMN,Mot,VII,-0.423525660389884,0.423525660389884
VAs,SC,CBL,-0.420981283177121,0.420981283177121
FP,CBL,CBL,0.412000997537673,0.412000997537673
FP,Mot,VII,-0.411209620328685,0.411209620328685
Mot,VII,CBL,-0.40615578260262,0.40615578260262
VI,SAL,CBL,-0.403683832355675,0.403683832355675
MF,DMN,VI,-0.402855996396223,0.402855996396223
DMN,VI,VAs,0.397319401186036,0.397319401186036
VI,SC,CBL,-0.390861856566006,0.390861856566006
VAs,SC,SC,-0.390522628484384,0.390522628484384
VI,VAs,VAs,-0.389060745946062,0.389060745946062
Mot,VII,SC,-0.36714012207947,0.36714012207947
Mot,VII,VAs,0.365647684263232,0.365647684263232
VI,SAL,SAL,-0.356902537940159,0.356902537940159
DMN,VAs,SAL,-0.355817149465865,0.355817149465865
MF,FP,CBL,-0.352145934971643,0.352145934971643
VAs,VAs,SC,0.349483966346128,0.349483966346128
MF,VI,SC,-0.334548374516244,0.334548374516244
VI,SC,SC,-0.334110717216471,0.334110717216471
MF,DMN,VAs,-0.325174302204334,0.325174302204334
FP,DMN,CBL,0.324955764232561,0.324955764232561
SAL,SC,CBL,0.322898974401452,0.322898974401452
VAs,SAL,SC,-0.312907479330969,0.312907479330969
VII,SAL,CBL,-0.308155364325789,0.308155364325789
FP,DMN,VII,-0.298284817113902,0.298284817113902
FP,VI,VAs,0.296791797655491,0.296791797655491
DMN,DMN,VII,-0.288454034335419,0.288454034335419
FP,FP,FP,0.284300471547746,0.284300471547746
FP,VII,CBL,-0.283861603646626,0.283861603646626
MF,VAs,SC,-0.283816883643914,0.283816883643914
VI,VI,CBL,0.282295664440543,0.282295664440543
VAs,VAs,VAs,-0.273220683380471,0.273220683380471
FP,VAs,VAs,0.26588627126111,0.26588627126111
MF,VII,VII,0.263811398534532,0.263811398534532
SAL,SC,SC,0.250237597989913,0.250237597989913
MF,VII,CBL,0.247216353351202,0.247216353351202
VI,VAs,SC,0.246649690828599,0.246649690828599
FP,SAL,SAL,-0.241646608849142,0.241646608849142
FP,VI,SC,-0.239281553974641,0.239281553974641
VI,VI,SAL,0.237133825920682,0.237133825920682
DMN,VII,VAs,0.234904270925952,0.234904270925952
DMN,SAL,CBL,0.231696727762621,0.231696727762621
DMN,VII,SC,-0.231160266975315,0.231160266975315
VI,VI,SC,0.22895617691573,0.22895617691573
FP,VII,SC,-0.226141930728323,0.226141930728323
VII,VAs,CBL,0.226072712743061,0.226072712743061
Mot,VI,VII,0.225339771478421,0.225339771478421
DMN,VII,CBL,-0.224810986229319,0.224810986229319
FP,DMN,SC,0.221777617874151,0.221777617874151
VI,VAs,CBL,0.220498262234185,0.220498262234185
VII,SC,CBL,-0.207574082378191,0.207574082378191
FP,FP,VII,-0.201103997949737,0.201103997949737
VII,CBL,CBL,-0.197851998662705,0.197851998662705
MF,VI,VAs,0.194715026065658,0.194715026065658
SAL,SAL,SAL,-0.194416559226403,0.194416559226403
VII,SC,SC,-0.19331075407095,0.19331075407095
DMN,VII,SAL,-0.180788127084243,0.180788127084243
Mot,VII,VII,0.179140491181297,0.179140491181297
MF,DMN,VII,-0.177853353689896,0.177853353689896
DMN,VI,VII,0.171467834890659,0.171467834890659
VII,VAs,SC,0.17128265225843,0.17128265225843
VI,SAL,SC,-0.170716260070136,0.170716260070136
VI,VAs,SAL,0.169323897200817,0.169323897200817
SAL,CBL,CBL,0.164695703473609,0.164695703473609
FP,VI,VII,0.164631660688546,0.164631660688546
VI,VII,VAs,-0.15878966426426,0.15878966426426
VI,VI,VII,-0.157422644491529,0.157422644491529
FP,DMN,VI,-0.155746235268578,0.155746235268578
VII,SAL,SC,-0.155241064865478,0.155241064865478
MF,VI,VI,-0.154414759767359,0.154414759767359
MF,Mot,VII,0.149775175437459,0.149775175437459
MF,VI,VII,0.149572657029163,0.149572657029163
MF,VII,SC,-0.149279473539249,0.149279473539249
FP,Mot,VI,0.147094776952729,0.147094776952729
MF,DMN,SAL,-0.142891555046645,0.142891555046645
MF,VI,SAL,0.139144139132364,0.139144139132364
FP,VII,VAs,0.130285666045579,0.130285666045579
MF,SAL,SC,0.125186308244677,0.125186308244677
VI,VII,SC,0.116417540285237,0.116417540285237
VII,VII,CBL,0.115314812817858,0.115314812817858
VII,VAs,VAs,-0.11320301719084,0.11320301719084
DMN,VII,VII,0.1129785460821,0.1129785460821
VI,VII,CBL,0.0946326820572916,0.0946326820572916
FP,VAs,SAL,0.0878541517151193,0.0878541517151193
VII,VII,SC,0.0847242364834595,0.0847242364834595
FP,VI,VI,0.0801590183954417,0.0801590183954417
VAs,SAL,SAL,-0.0747377502200424,0.0747377502200424
DMN,SAL,SC,-0.0695242903685963,0.0695242903685963
VI,VII,VII,-0.0690615688898285,0.0690615688898285
VI,VII,SAL,0.0632780122666295,0.0632780122666295
FP,VII,VII,0.0610920715903562,0.0610920715903562
VII,VII,VAs,-0.0489920096582228,0.0489920096582228
DMN,VI,SAL,-0.0400033885345248,0.0400033885345248
VII,VII,VII,-0.0218109192480995,0.0218109192480995
MF,VI,CBL,-0.0217624569450629,0.0217624569450629
FP,VII,SAL,0.0163838255144998,0.0163838255144998
FP,FP,SAL,-0.0158921347472224,0.0158921347472224
VII,SAL,SAL,-0.0151280439314413,0.0151280439314413
VAs,VAs,SAL,0.0106427607755639,0.0106427607755639
FP,VI,CBL,-0.00804670362187575,0.00804670362187575
FP,VI,SAL,-0.0047539454110294,0.0047539454110294
VII,VII,SAL,0.000488794445744747,0.000488794445744747
VII,VAs,SAL,5.1104163913851e-05,5.1104163913851e-05
