Node_A,Node_B,Node_C,M_abc,Abs_M_abc
MF,DMN,VII,0.329713916590067,0.329713916590067
FP,DMN,VII,0.322012076555716,0.322012076555716
DMN,Mot,SC,-0.316327569300575,0.316327569300575
DMN,VII,SAL,0.313304980645103,0.313304980645103
DMN,SAL,SC,-0.305723894564362,0.305723894564362
MF,MF,MF,-0.305370272489058,0.305370272489058
DMN,CBL,CBL,-0.299789484965119,0.299789484965119
VI,SAL,SC,-0.297142113061608,0.297142113061608
DMN,VI,SC,-0.288369447627648,0.288369447627648
MF,FP,VI,0.272966193825133,0.272966193825133
MF,SC,CBL,0.262470887545405,0.262470887545405
MF,VII,SAL,0.249323149830436,0.249323149830436
FP,DMN,SC,-0.247422222307652,0.247422222307652
MF,Mot,VAs,-0.245243398679125,0.245243398679125
MF,MF,SAL,-0.239057794415635,0.239057794415635
FP,VAs,SAL,-0.233527958924417,0.233527958924417
MF,VII,VAs,0.233139350389202,0.233139350389202
FP,DMN,SAL,0.225340911929194,0.225340911929194
VI,SC,SC,-0.224902934820729,0.224902934820729
FP,VAs,CBL,-0.222224623572386,0.222224623572386
FP,DMN,VAs,0.218120926968629,0.218120926968629
VI,VI,CBL,-0.217877113051453,0.217877113051453
VAs,VAs,SC,0.214085485227843,0.214085485227843
FP,DMN,CBL,-0.21336806899405,0.21336806899405
VII,SC,CBL,-0.21232839886041,0.21232839886041
DMN,VAs,SAL,-0.211925028692456,0.211925028692456
DMN,VI,SAL,0.207646395353933,0.207646395353933
MF,MF,FP,-0.205440492706568,0.205440492706568
VI,SAL,CBL,-0.201964673512354,0.201964673512354
MF,SAL,SC,0.199802731795035,0.199802731795035
MF,VI,VI,-0.198719249733507,0.198719249733507
VI,SC,CBL,-0.194299556428891,0.194299556428891
VII,CBL,CBL,0.192953255585183,0.192953255585183
FP,FP,SC,0.189350830984442,0.189350830984442
MF,FP,VAs,0.189319517877835,0.189319517877835
MF,VAs,CBL,-0.18456918425368,0.18456918425368
FP,FP,VAs,-0.180862328068644,0.180862328068644
MF,FP,VII,0.174155317257805,0.174155317257805
Mot,VI,CBL,-0.173099026534381,0.173099026534381
MF,VI,VII,-0.171436560317268,0.171436560317268
Mot,VII,CBL,-0.168159967120836,0.168159967120836
MF,VII,SC,0.16742340721596,0.16742340721596
MF,MF,SC,-0.16308121593973,0.16308121593973
MF,DMN,SC,0.159803733787939,0.159803733787939
FP,VII,SAL,0.151655189300554,0.151655189300554
FP,FP,CBL,0.148532092263647,0.148532092263647
MF,Mot,SC,0.147359471114623,0.147359471114623
MF,VI,SAL,0.141443059474034,0.141443059474034
FP,Mot,VII,0.134129347390795,0.134129347390795
MF,DMN,CBL,0.134070859534602,0.134070859534602
VAs,CBL,CBL,-0.132351141925187,0.132351141925187
VI,CBL,CBL,-0.132302634277008,0.132302634277008
FP,FP,SAL,-0.123376890735756,0.123376890735756
FP,FP,Mot,0.122350431612041,0.122350431612041
Mot,VAs,CBL,-0.122196941119205,0.122196941119205
Mot,Mot,VAs,-0.120675801299513,0.120675801299513
Mot,VAs,SC,0.112515515203292,0.112515515203292
MF,SC,SC,0.112477746922553,0.112477746922553
Mot,VAs,SAL,-0.110856455684299,0.110856455684299
VII,SAL,SC,-0.110661032821709,0.110661032821709
DMN,VAs,SC,-0.108451980180466,0.108451980180466
MF,Mot,Mot,0.106461464880021,0.106461464880021
MF,VI,CBL,0.104298833811183,0.104298833811183
MF,CBL,CBL,0.1023448597726,0.1023448597726
MF,MF,CBL,0.0994704554316812,0.0994704554316812
DMN,SC,CBL,-0.0988174853191613,0.0988174853191613
FP,VII,CBL,0.09838307092721,0.09838307092721
VAs,SAL,CBL,-0.0946216109990201,0.0946216109990201
VAs,SAL,SAL,-0.0941790004106312,0.0941790004106312
VII,VAs,SC,-0.0913522607396743,0.0913522607396743
MF,MF,VAs,0.0899341837306073,0.0899341837306073
VI,VII,SC,0.0889583882705695,0.0889583882705695
FP,SAL,SC,0.086502262593508,0.086502262593508
Mot,VII,SAL,0.0859451179850394,0.0859451179850394
VAs,SAL,SC,0.0852925454026009,0.0852925454026009
DMN,Mot,VI,0.0820246467687955,0.0820246467687955
DMN,SC,SC,-0.0808032063549435,0.0808032063549435
MF,FP,FP,-0.0806761254314716,0.0806761254314716
MF,VAs,SAL,-0.0806240572870042,0.0806240572870042
VII,SAL,CBL,-0.0778686360743615,0.0778686360743615
MF,VAs,SC,-0.071466804453494,0.071466804453494
MF,DMN,Mot,0.0706059071553534,0.0706059071553534
MF,VII,CBL,-0.0699858647024695,0.0699858647024695
MF,FP,Mot,0.0699857155461179,0.0699857155461179
FP,FP,VI,0.0685353957850373,0.0685353957850373
VAs,SC,CBL,0.0677991364172461,0.0677991364172461
FP,DMN,Mot,-0.0655331583497589,0.0655331583497589
FP,VII,SC,-0.0646650591171272,0.0646650591171272
VII,VII,SC,-0.061876774186369,0.061876774186369
DMN,VI,CBL,0.0582211790583,0.0582211790583
FP,CBL,CBL,-0.0577687168267014,0.0577687168267014
DMN,VII,SC,-0.0571069462211917,0.0571069462211917
MF,VI,VAs,0.0497942532552612,0.0497942532552612
FP,Mot,SAL,0.0494952740635043,0.0494952740635043
FP,VAs,SC,0.0453260712040796,0.0453260712040796
FP,VI,CBL,0.0430584140385638,0.0430584140385638
MF,MF,DMN,-0.0399320684717918,0.0399320684717918
VI,VAs,SC,0.0394231028587874,0.0394231028587874
FP,SAL,CBL,0.0390814300532663,0.0390814300532663
VII,SAL,SAL,-0.0385221842549971,0.0385221842549971
FP,VI,VAs,0.0382930951008814,0.0382930951008814
FP,Mot,CBL,-0.0382148082691612,0.0382148082691612
MF,FP,CBL,0.0371609510839885,0.0371609510839885
FP,Mot,Mot,-0.0332891999219877,0.0332891999219877
FP,Mot,SC,0.031787991236058,0.031787991236058
DMN,DMN,CBL,0.0299918789375338,0.0299918789375338
FP,SC,SC,-0.0201848625140243,0.0201848625140243
MF,VI,SC,-0.0191339514498377,0.0191339514498377
MF,FP,SAL,0.0185747134083891,0.0185747134083891
FP,VI,SC,0.0183869134898691,0.0183869134898691
MF,DMN,SAL,-0.0179204745677709,0.0179204745677709
FP,SAL,SAL,0.0169262814076182,0.0169262814076182
MF,MF,VI,0.0107380921521296,0.0107380921521296
MF,DMN,VI,0.00849824128373615,0.00849824128373615
VAs,SC,SC,0.008310984824964,0.008310984824964
MF,FP,SC,-0.00790385356942092,0.00790385356942092
FP,VI,SAL,0.0076394002303428,0.0076394002303428
Mot,VII,SC,0.00660903203523753,0.00660903203523753
VI,VI,SC,-0.00497442343080302,0.00497442343080302
FP,Mot,VI,-0.00427876754811124,0.00427876754811124
VII,SC,SC,-0.00263764070603693,0.00263764070603693
FP,SC,CBL,-0.00257999650703775,0.00257999650703775
MF,Mot,VI,-2.55255609314803e-05,2.55255609314803e-05
