Node_A,Node_B,Node_C,M_abc,Abs_M_abc
MF,FP,FP,0.21934867711056,0.21934867711056
VI,VII,VII,0.219344699990859,0.219344699990859
DMN,VAs,SC,-0.217832282514581,0.217832282514581
VII,SAL,SAL,-0.216933231812409,0.216933231812409
Mot,Mot,CBL,-0.216791243795879,0.216791243795879
FP,FP,FP,0.21070774240192,0.21070774240192
FP,VAs,SAL,0.207281974346686,0.207281974346686
Mot,SC,CBL,0.201508998858384,0.201508998858384
MF,VAs,SAL,-0.200682128748282,0.200682128748282
Mot,SAL,CBL,0.195269360601483,0.195269360601483
Mot,VII,SAL,-0.193606177630852,0.193606177630852
VII,VAs,SC,0.188548760034924,0.188548760034924
Mot,VII,SC,0.187339651377897,0.187339651377897
VI,SAL,CBL,0.185519763545621,0.185519763545621
DMN,DMN,VAs,-0.176418346653371,0.176418346653371
FP,VII,VII,0.17540408766648,0.17540408766648
MF,MF,FP,0.175026556330295,0.175026556330295
FP,VI,SAL,0.16552061158737,0.16552061158737
VII,VII,VAs,-0.161448506867807,0.161448506867807
DMN,VII,VAs,-0.160142934027271,0.160142934027271
MF,VI,CBL,-0.155423579256986,0.155423579256986
VAs,SC,SC,-0.153985027966573,0.153985027966573
MF,SC,SC,0.147598542776636,0.147598542776636
MF,MF,DMN,0.146236310481582,0.146236310481582
VII,SC,SC,-0.143024869526406,0.143024869526406
Mot,Mot,SC,-0.140464908779426,0.140464908779426
MF,DMN,VII,-0.138167236668435,0.138167236668435
MF,VII,CBL,0.136839657362894,0.136839657362894
MF,MF,VAs,-0.132247663436727,0.132247663436727
FP,VI,SC,-0.131312630060392,0.131312630060392
DMN,VII,CBL,0.130085812394844,0.130085812394844
MF,FP,VII,-0.129251298228758,0.129251298228758
DMN,DMN,DMN,0.128859338980584,0.128859338980584
VI,VAs,CBL,0.126615007014887,0.126615007014887
FP,FP,VII,-0.126067447883854,0.126067447883854
VII,VII,CBL,-0.125098060617972,0.125098060617972
FP,FP,VAs,-0.124356272426669,0.124356272426669
FP,VI,CBL,-0.123041198497381,0.123041198497381
VI,VI,CBL,0.122035178142039,0.122035178142039
FP,VII,SAL,-0.116473894956987,0.116473894956987
VI,VI,SC,0.112944150762511,0.112944150762511
DMN,Mot,VII,-0.112812211287815,0.112812211287815
MF,MF,CBL,-0.110223892386976,0.110223892386976
VI,SC,SC,0.10965468190118,0.10965468190118
MF,VAs,CBL,-0.106316471417001,0.106316471417001
FP,SAL,CBL,-0.105911021608657,0.105911021608657
FP,DMN,DMN,0.105351267064114,0.105351267064114
MF,FP,VAs,-0.10522531662502,0.10522531662502
FP,SAL,SAL,-0.104950771782849,0.104950771782849
MF,DMN,VI,0.100424469234422,0.100424469234422
FP,FP,SAL,-0.0999258280482977,0.0999258280482977
Mot,SAL,SC,0.0962576129517546,0.0962576129517546
VII,CBL,CBL,-0.0958242385256715,0.0958242385256715
VAs,CBL,CBL,0.0954560625421017,0.0954560625421017
VII,SAL,CBL,-0.0951557693608057,0.0951557693608057
MF,DMN,DMN,0.094222296571897,0.094222296571897
VI,SAL,SC,0.0928559328003316,0.0928559328003316
DMN,VI,SC,-0.0911310148029376,0.0911310148029376
DMN,VI,SAL,-0.0904070782701069,0.0904070782701069
MF,DMN,VAs,-0.0903097464438787,0.0903097464438787
VII,SAL,SC,-0.0890377679579141,0.0890377679579141
FP,VII,SC,0.0886304401321035,0.0886304401321035
DMN,SC,SC,0.0880387325515503,0.0880387325515503
DMN,DMN,VI,-0.0861544153417444,0.0861544153417444
DMN,Mot,CBL,-0.0850136450035493,0.0850136450035493
FP,FP,CBL,-0.0833462711985623,0.0833462711985623
VI,CBL,CBL,0.083052694428814,0.083052694428814
MF,CBL,CBL,0.0821188876375104,0.0821188876375104
DMN,CBL,CBL,0.0808575550868709,0.0808575550868709
MF,Mot,SC,-0.0807009448152853,0.0807009448152853
FP,VII,VAs,-0.0771933726180078,0.0771933726180078
MF,FP,DMN,0.0758692935539401,0.0758692935539401
FP,DMN,CBL,0.0721644719342952,0.0721644719342952
FP,Mot,SAL,0.0718487139632746,0.0718487139632746
CBL,CBL,CBL,-0.0693541561974453,0.0693541561974453
MF,SC,CBL,0.0676595296271518,0.0676595296271518
MF,MF,SAL,0.0676529950412904,0.0676529950412904
DMN,SAL,SAL,-0.067620285190193,0.067620285190193
FP,FP,SC,-0.0675614089259175,0.0675614089259175
FP,Mot,VII,-0.0672864940646862,0.0672864940646862
MF,FP,SC,-0.06644308446016,0.06644308446016
MF,FP,VI,0.0663692591893279,0.0663692591893279
VI,VII,CBL,0.0661396804584219,0.0661396804584219
MF,SAL,SC,0.0655341536479361,0.0655341536479361
FP,VAs,SC,-0.0636882015432095,0.0636882015432095
FP,VII,CBL,0.0632182848474953,0.0632182848474953
FP,DMN,VII,0.0622036609321528,0.0622036609321528
VII,SC,CBL,-0.0617514255195072,0.0617514255195072
MF,SAL,SAL,0.0611529826418844,0.0611529826418844
DMN,Mot,SC,0.0608876499001501,0.0608876499001501
VI,VAs,SC,-0.0602443138877742,0.0602443138877742
MF,VII,VAs,0.059784695198953,0.059784695198953
FP,SC,SC,0.059247760247935,0.059247760247935
DMN,SC,CBL,0.0576099309791099,0.0576099309791099
FP,FP,VI,-0.057184783381721,0.057184783381721
FP,Mot,SC,-0.0568289585933819,0.0568289585933819
SAL,CBL,CBL,-0.0547104617133633,0.0547104617133633
MF,FP,SAL,0.0519099229587601,0.0519099229587601
MF,VI,VAs,0.0501886604928565,0.0501886604928565
DMN,SAL,SC,0.0498766504775824,0.0498766504775824
MF,VII,SAL,-0.0491613544093328,0.0491613544093328
MF,Mot,SAL,0.049029891784081,0.049029891784081
FP,Mot,CBL,0.0485740392946486,0.0485740392946486
MF,VI,SC,-0.0471294680314524,0.0471294680314524
MF,DMN,CBL,-0.0465628138061946,0.0465628138061946
SAL,SC,SC,0.0464257609552017,0.0464257609552017
SC,SC,SC,0.0462698157111324,0.0462698157111324
FP,DMN,SAL,0.0453164411131392,0.0453164411131392
FP,SAL,SC,-0.0451125483018674,0.0451125483018674
VAs,SAL,SC,-0.0448680767817583,0.0448680767817583
SC,CBL,CBL,-0.043827942312742,0.043827942312742
VII,VAs,CBL,0.0433523898897828,0.0433523898897828
MF,FP,CBL,-0.0431856680758578,0.0431856680758578
FP,SC,CBL,0.0393962701941889,0.0393962701941889
VI,SC,CBL,0.0361616114342238,0.0361616114342238
SAL,SC,CBL,-0.0351967770899335,0.0351967770899335
VI,VI,SAL,0.0348164528719503,0.0348164528719503
DMN,VII,SC,0.0336308856097451,0.0336308856097451
VAs,VAs,CBL,0.033401516081087,0.033401516081087
SC,SC,CBL,-0.0333859898003063,0.0333859898003063
VAs,VAs,SAL,-0.0327351717929807,0.0327351717929807
DMN,DMN,SC,0.0307794524120036,0.0307794524120036
MF,VII,SC,0.0285393143495598,0.0285393143495598
DMN,DMN,VII,-0.0282310844064304,0.0282310844064304
Mot,VAs,SAL,0.0280397091157968,0.0280397091157968
FP,DMN,SC,0.0255332304347045,0.0255332304347045
MF,DMN,SAL,0.0234573197790477,0.0234573197790477
DMN,VII,SAL,0.0220120802731102,0.0220120802731102
VAs,SC,CBL,0.0215685985871612,0.0215685985871612
DMN,DMN,SAL,0.0215030529858691,0.0215030529858691
MF,VI,SAL,0.0213017856285497,0.0213017856285497
MF,MF,SC,-0.0203739526222912,0.0203739526222912
DMN,DMN,CBL,0.0166375904924452,0.0166375904924452
MF,SAL,CBL,0.0163319480163107,0.0163319480163107
VI,VII,SC,-0.015843597513034,0.015843597513034
VII,VII,SAL,0.0136823898994559,0.0136823898994559
VI,VI,VII,0.012861257937954,0.012861257937954
FP,VAs,CBL,-0.0121849088030903,0.0121849088030903
SAL,SAL,CBL,0.0104209922210869,0.0104209922210869
VII,VII,SC,-0.0103090695947169,0.0103090695947169
SAL,SAL,SC,-0.010023276454719,0.010023276454719
MF,DMN,SC,0.0069586603238716,0.0069586603238716
VI,VII,SAL,0.00404413087620578,0.00404413087620578
FP,CBL,CBL,0.0037487112145695,0.0037487112145695
DMN,SAL,CBL,-0.000139030706892312,0.000139030706892312
